116	117
118	119
120	121
122	123
124	125
138	132
140	134
142	136
144	130
147	146
148	146
149	146
150	146
151	146
152	146
153	146
156	154
158	154
160	154
162	154
164	154
168	166
170	166
172	166
174	166
176	166
146	154
146	166
154	178
166	179
178	180
179	180
178	181
179	183
181	185
183	187
185	189
187	191
189	193
191	195
193	197
195	199
197	201
199	203
201	205
203	207
205	209
207	211
209	213
211	215
213	217
215	219
217	221
219	223
221	225
223	227
225	229
227	231
229	233
231	235
233	237
235	239
237	241
239	243
241	249
241	251
243	253
243	255
131	34
125	34
244	261
242	261
240	261
238	261
236	261
234	261
232	261
230	261
228	261
226	261
224	261
222	261
220	261
218	261
216	261
214	261
212	261
210	261
206	261
202	261
198	35
194	260
190	260
186	260
182	260
180	260
167	260
155	260
137	261
135	261
133	261
129	35
127	35
208	262
204	262
200	35
196	35
192	35
268	0
268	1
268	2
268	3
268	4
268	5
268	6
268	7	
268	8
268	9
268	269
133	285
