0	156
1	158
2	160
3	162
4	164
5	168
6	170
7	172
8	174
9	176
10	257
10	258
10	259
11	198
12	200
13	182
14	184
15	147
16	148
17	149
18	150
19	151
20	152
21	153
22	132
22	133
22	106
22	107
23	134
23	135
23	108
23	109
24	136
24	137
24	110
24	111
25	238
25	240
25	242
25	244
26	130
26	131
26	112
26	113
27	124
27	112
27	113
28	124
28	112
28	113
29	124
29	112
29	113
30	124
30	112
30	113
31	124
31	112
31	113
32	114
32	138
32	139
32	140
32	141
33	114
33	142
33	143
33	144
33	145
36	37
38	39
40	41
42	43
44	45
46	47
48	49
50	51
52	53
54	55
56	57
58	59
60	61
62	63
64	65
66	67
68	69
70	71
72	73
74	75
76	77
78	79
80	81
82	83
84	85
86	87
88	89
90	91
92	93
94	95
96	97
98	99
100	101
102	103
104	105
106	107
108	109
110	111
112	113
114	115
126	127
128	129
130	131
132	133
134	135
136	137
138	139
140	141
142	143
144	145
154	155
156	157
158	159
160	161
162	163
164	165
166	167
168	169
170	171
172	173
174	175
176	177
181	182
183	184
185	186
187	188
189	190
191	192
193	194
195	196
197	198
199	200
201	202
203	204
205	206
207	208
209	210
211	212
213	214
215	216
217	218
219	220
221	222
223	224
225	226
227	228
229	230
231	232
233	234
235	236
237	238
239	240
241	242
243	244
245	246
247	248
249	250
251	252
253	254
255	256
257	194
258	196
259	212
34	261
35	260
35	261
35	262
263	264
264	265
266	267
275	133
276	135
277	137
288	226
289	228
